1	15006	Maybach 57  Top 2-farbig silber, sehr gepflegt neuwertig	5	0	ro: Maybach 57 Top 2-culoare argintiu, foarte bine întreținut, aproape nou || en: Maybach 57 Top Two-tone Silver, Very Well Maintained Nearly New || fr: Maybach 57, Deux tons argent, très bien entretenu, comme neuf || it: Maybach 57 Top bicolore argento, molto curato, come nuovo || cs: Maybach 57, Top zweifarbiger Silber, sehr gepflegt, neuwertig
1	33150	Aston Martin V12 Vantage S  *S*NEW Service*German delivery*	5	0	ro: Aston Martin V12 Vantage S *Garanție* 05/2025 *Livrare germană* || en: Aston Martin V12 Vantage S *S* Warranty until 05/2025 *German delivery || fr: Aston Martin V12 Vantage S *S* Garantie 05/2025* Livraison allemande || it: Aston Martin V12 Vantage S  *S*Warranty 05/2025*German deliv. || cs: Aston Martin V12 Vantage S *S* Záruka 05/2025 *Doprava v Německu
1	35648	Ferrari 458 Spider - Individual -Service neu	11	0	de: Ferrari 458 Spider - Individual -Bestzustand || en: Ferrari 458 Spider - Custom - Excellent Condition || fr: Ferrari 458 Spider - Unique - État optimal || it: Ferrari 458 Spider - Unico - Perfette condizioni || tr: Ferrari 458 Spider - Bireysel - En İyi Durum || ja: フェラーリ 458 スパイダー - 個性的 - 最良の状態 || cs: Ferrari 458 Spider - Individuál - Perfektní stav || ru: Ferrari 458 Spider - Индивидуальный - Лучшее состояние || es: Ferrari 458 Spider - Único - En perfectas condiciones || nl: Ferrari 458 Spider - Uniek - In perfecte staat || pl: Ferrari 458 Spider - Unikat - W doskonałym stanie
1	35940	Ferrari 296 GTB Carbon in/out+Rims Lift AFS 1.Hd 404T€LP	5	0	ro: Ferrari 296 GTB Carbon în interior/exterior + Rims Lift AFS Daytona 1.Hd || en: Ferrari 296 GTB Carbon Inside & Out+Rims Lift AFS Daytona 1.Hd || fr: Ferrari 296 GTB Carbone intérieur/extérieur + Rims, levier de levage AFS Daytona 1.Hd || it: Ferrari 296 GTB Carbon inside/out+Cerchi Lift AFS Daytona 1.Hd || cs: Ferrari 296 GTB Carbon in/out+Rims Lift AFS Daytona 1.Hd
1	36039	Porsche 911 Carrera G50 Cabr., deutsch und Erstlack!	5	0	ro: Porsche 911 Carrera G50 Cabrio, original roșu și cu vopsea originală! || en: Porsche 911 Carrera G50 Cabriolet, German and Original Paint! || fr: Porsche 911 Carrera G50 Cabrio, allemand et en peinture d'origine! || it: Porsche 911 Carrera G50 Cabrio, originale verniciatura tedesca e prima verno! || cs: Porsche 911 Carrera G50 Cabrio, německá a původní lak!
1	36070	MINI COOPER S COUNTRYMAN ALL4*LED*NAVI*PAN*XE*WORKS*	11	0	de: Porsche 911 GT3 - Spezialedition || en: Porsche 911 GT3 - Special Edition || fr: Porsche 911 GT3 - Édition Spéciale || it: Porsche 911 GT3 - Edizione Speciale || tr: Porsche 911 GT3 - Özel Seri || ja: ポルシェ 911 GT3 - スペシャルエディション || cs: Porsche 911 GT3 - Speciální edice || ru: Porsche 911 GT3 - Специальное Издание || es: Porsche 911 GT3 - Edición Especial || nl: Porsche 911 GT3 - Special Edition || pl: Porsche 911 GT3 - Edycja specjalna
1	36073	Volvo XC90 Inscription Expression Recharge Plug-In Hyb	11	0	de: Audi S3 8v Limousine mit Guter Ausstattung || en: Audi S3 8v Sedan with Excellent Equipment || fr: Audi S3 8v Berline avec bonne équipement || it: Audi S3 8v Limousine con Buona Dotazione || tr: Audi S3 8v Sedan, İyi Donanımlı || ja: アウディ S3 8v セダン 充実した装備 || cs: Audi S3 8v limuzína s dobrým vybavením || ru: Audi S3 8V Лимузин с хорошей комплектацией || es: Audi S3 8v Sedan con buen equipamiento || nl: Audi S3 8v Limousine met Goede Uitrusting || pl: Audi S3 8V Limuzyna z Dobrym Wyposażeniem
1	36074	Mercedes-Benz PULMAN S 650 Mercedes-Maybach S 650 Pulman	11	0	de: Bugatti Super || en: Bugatti Super || fr: Bugatti Super || it: Bugatti Super || tr: Bugatti Süper || ja: ブガッティスーパー || cs: Bugatti Super || ru: Bugatti Super || es: Bugatti Super || nl: Bugatti Super || pl: Bugatti Super
1	38558	Porsche 993 C2 Cabriolet 272PS | Porsche Scheckh | BRD	11	0	de: Porsche 993 C2 Cabriolet 272PS | Porsche Scheckheft || en: Porsche 993 C2 Cabriolet 272PS | Porsche Service Book || fr: Porsche 993 C2 Cabriolet 272PS | Carnet d'entretien Porsche || it: Porsche 993 C2 Cabriolet 272PS | Porsche libretto di manutenzione || tr: Porsche 993 C2 Cabriolet 272PS | Porsche Servis Defteri || ja: ポルシェ 993 C2 カブリオレ 272PS | ポルシェ点検記録 || cs: Porsche 993 C2 Cabriolet 272PS | Porsche servisní knížka || ru: Porsche 993 C2 кабриолет 272 л.с. | Сервисная книжка Porsche || es: Porsche 993 C2 Cabriolet 272PS | Libro de mantenimiento de Porsche || nl: Porsche 993 C2 Cabriolet 272PS | Porsche onderhoudsboekje || pl: Porsche 993 C2 Cabriolet 272KM | Książeczka serwisowa Porsche
1	38890	Limited Edition - Spyder V10 performance 5.2 FSI quattro S tronic 620 PS	11	0	de: Limited Edition - Audi R8 || en: Limited Edition - Audi R8 || fr: Édition Limitée - Audi R8 || it: Edizione Limitata - Audi R8 || tr: Sınırlı Üretim - Audi R8 || ja: 限定版 - アウディ R8 || cs: Limitovaná edice - Audi R8 || ru: Ограниченная серия - Audi R8 || es: Edición Limitada - Audi R8 || nl: Beperkte editie - Audi R8 || pl: Limitowana edycja - Audi R8
